68034 silly lifecycle etag@1.7.0~preinstall: no script for preinstall, continuing
71443 verbose linkMans querystring@0.2.0
71444 silly build querystring-es3@0.2.1
71445 info linkStuff querystring-es3@0.2.1
71446 silly linkStuff querystring-es3@0.2.1 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71447 verbose linkBins querystring-es3@0.2.1
71448 verbose linkMans querystring-es3@0.2.1
71449 silly build randomatic@1.1.5
71450 info linkStuff randomatic@1.1.5
71451 silly linkStuff randomatic@1.1.5 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71452 verbose linkBins randomatic@1.1.5
71453 verbose linkMans randomatic@1.1.5
71454 silly build range-parser@1.2.0
71455 info linkStuff range-parser@1.2.0
71456 silly linkStuff range-parser@1.2.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71457 verbose linkBins range-parser@1.2.0
71458 verbose linkMans range-parser@1.2.0
71459 silly build react-addons-test-utils@15.3.0
71460 info linkStuff react-addons-test-utils@15.3.0
71461 silly linkStuff react-addons-test-utils@15.3.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71462 verbose linkBins react-addons-test-utils@15.3.0
71463 verbose linkMans react-addons-test-utils@15.3.0
71464 silly build react-dom@15.3.0
71465 info linkStuff react-dom@15.3.0
71466 silly linkStuff react-dom@15.3.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71467 verbose linkBins react-dom@15.3.0
71468 verbose linkMans react-dom@15.3.0
71469 silly build react-inspector@1.1.0
71470 info linkStuff react-inspector@1.1.0
71471 silly linkStuff react-inspector@1.1.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71472 verbose linkBins react-inspector@1.1.0
71473 verbose linkMans react-inspector@1.1.0
71474 silly build @kadira/storybook-addon-actions@1.0.4
71475 info linkStuff @kadira/storybook-addon-actions@1.0.4
71476 silly linkStuff @kadira/storybook-addon-actions@1.0.4 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71477 verbose linkBins @kadira/storybook-addon-actions@1.0.4
71478 verbose linkMans @kadira/storybook-addon-actions@1.0.4
71479 silly build react-modal@1.4.0
71480 info linkStuff react-modal@1.4.0
71481 silly linkStuff react-modal@1.4.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71482 verbose linkBins react-modal@1.4.0
71483 verbose linkMans react-modal@1.4.0
71484 silly build readline2@1.0.1
71485 info linkStuff readline2@1.0.1
71486 silly linkStuff readline2@1.0.1 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71487 verbose linkBins readline2@1.0.1
71488 verbose linkMans readline2@1.0.1
71489 silly build balanced-match@0.1.0
71490 info linkStuff balanced-match@0.1.0
71491 silly linkStuff balanced-match@0.1.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\reduce-css-calc\node_modules as its parent node_modules
71492 verbose linkBins balanced-match@0.1.0
71493 verbose linkMans balanced-match@0.1.0
71494 silly build balanced-match@0.1.0
71495 info linkStuff balanced-match@0.1.0
71496 silly linkStuff balanced-match@0.1.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\reduce-function-call\node_modules as its parent node_modules
71497 verbose linkBins balanced-match@0.1.0
71498 verbose linkMans balanced-match@0.1.0
71499 silly build reduce-function-call@1.0.1
71500 info linkStuff reduce-function-call@1.0.1
71501 silly linkStuff reduce-function-call@1.0.1 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71502 verbose linkBins reduce-function-call@1.0.1
71503 verbose linkMans reduce-function-call@1.0.1
71504 silly build reduce-css-calc@1.2.4
71505 info linkStuff reduce-css-calc@1.2.4
71506 silly linkStuff reduce-css-calc@1.2.4 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71507 verbose linkBins reduce-css-calc@1.2.4
71508 verbose linkMans reduce-css-calc@1.2.4
71509 silly build regenerate@1.3.1
71510 info linkStuff regenerate@1.3.1
71511 silly linkStuff regenerate@1.3.1 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71512 verbose linkBins regenerate@1.3.1
71513 verbose linkMans regenerate@1.3.1
71514 silly build regenerator-runtime@0.9.5
71515 info linkStuff regenerator-runtime@0.9.5
71516 silly linkStuff regenerator-runtime@0.9.5 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71517 verbose linkBins regenerator-runtime@0.9.5
71518 verbose linkMans regenerator-runtime@0.9.5
71519 silly build babel-runtime@6.11.6
71520 info linkStuff babel-runtime@6.11.6
71521 silly linkStuff babel-runtime@6.11.6 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71522 verbose linkBins babel-runtime@6.11.6
71523 verbose linkMans babel-runtime@6.11.6
71524 silly build react-simple-di@1.2.0
71525 info linkStuff react-simple-di@1.2.0
71526 silly linkStuff react-simple-di@1.2.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71527 verbose linkBins react-simple-di@1.2.0
71528 verbose linkMans react-simple-di@1.2.0
71529 silly build react-fuzzy@0.3.3
71530 info linkStuff react-fuzzy@0.3.3
71531 silly linkStuff react-fuzzy@0.3.3 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71532 verbose linkBins react-fuzzy@0.3.3
71533 verbose linkMans react-fuzzy@0.3.3
71534 silly build babylon@6.8.4
71535 info linkStuff babylon@6.8.4
71536 silly linkStuff babylon@6.8.4 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71537 verbose linkBins babylon@6.8.4
71538 verbose link bins [ { babylon: './bin/babylon.js' },
71538 verbose link bins   'C:\\Users\\tgawron\\Desktop\\NodeJSPortable\\myWorkspace\\rook01093ReactStorybookAddon\\node_modules\\.bin',
71538 verbose link bins   false ]
71539 verbose linkMans babylon@6.8.4
71540 silly build babel-plugin-transform-runtime@6.12.0
71541 info linkStuff babel-plugin-transform-runtime@6.12.0
71542 silly linkStuff babel-plugin-transform-runtime@6.12.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71543 verbose linkBins babel-plugin-transform-runtime@6.12.0
71544 verbose linkMans babel-plugin-transform-runtime@6.12.0
71545 silly build babel-plugin-transform-react-jsx-source@6.9.0
71546 info linkStuff babel-plugin-transform-react-jsx-source@6.9.0
71547 silly linkStuff babel-plugin-transform-react-jsx-source@6.9.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71548 verbose linkBins babel-plugin-transform-react-jsx-source@6.9.0
71549 verbose linkMans babel-plugin-transform-react-jsx-source@6.9.0
71550 silly build babel-plugin-transform-react-jsx-self@6.11.0
71551 info linkStuff babel-plugin-transform-react-jsx-self@6.11.0
71552 silly linkStuff babel-plugin-transform-react-jsx-self@6.11.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71553 verbose linkBins babel-plugin-transform-react-jsx-self@6.11.0
71554 verbose linkMans babel-plugin-transform-react-jsx-self@6.11.0
71555 silly build babel-plugin-transform-react-display-name@6.8.0
71556 info linkStuff babel-plugin-transform-react-display-name@6.8.0
71557 silly linkStuff babel-plugin-transform-react-display-name@6.8.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71558 verbose linkBins babel-plugin-transform-react-display-name@6.8.0
71559 verbose linkMans babel-plugin-transform-react-display-name@6.8.0
71560 silly build babel-plugin-transform-react-constant-elements@6.9.1
71561 info linkStuff babel-plugin-transform-react-constant-elements@6.9.1
71562 silly linkStuff babel-plugin-transform-react-constant-elements@6.9.1 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71563 verbose linkBins babel-plugin-transform-react-constant-elements@6.9.1
71564 verbose linkMans babel-plugin-transform-react-constant-elements@6.9.1
71565 silly build babel-plugin-transform-object-rest-spread@6.8.0
71566 info linkStuff babel-plugin-transform-object-rest-spread@6.8.0
71567 silly linkStuff babel-plugin-transform-object-rest-spread@6.8.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71568 verbose linkBins babel-plugin-transform-object-rest-spread@6.8.0
71569 verbose linkMans babel-plugin-transform-object-rest-spread@6.8.0
71570 silly build babel-plugin-transform-flow-strip-types@6.8.0
71571 info linkStuff babel-plugin-transform-flow-strip-types@6.8.0
71572 silly linkStuff babel-plugin-transform-flow-strip-types@6.8.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71573 verbose linkBins babel-plugin-transform-flow-strip-types@6.8.0
71574 verbose linkMans babel-plugin-transform-flow-strip-types@6.8.0
71575 silly build babel-plugin-transform-es2015-typeof-symbol@6.8.0
71576 info linkStuff babel-plugin-transform-es2015-typeof-symbol@6.8.0
71577 silly linkStuff babel-plugin-transform-es2015-typeof-symbol@6.8.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71578 verbose linkBins babel-plugin-transform-es2015-typeof-symbol@6.8.0
71579 verbose linkMans babel-plugin-transform-es2015-typeof-symbol@6.8.0
71580 silly build babel-plugin-transform-es2015-template-literals@6.8.0
71581 info linkStuff babel-plugin-transform-es2015-template-literals@6.8.0
71582 silly linkStuff babel-plugin-transform-es2015-template-literals@6.8.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71583 verbose linkBins babel-plugin-transform-es2015-template-literals@6.8.0
71584 verbose linkMans babel-plugin-transform-es2015-template-literals@6.8.0
71585 silly build babel-plugin-transform-es2015-spread@6.8.0
71586 info linkStuff babel-plugin-transform-es2015-spread@6.8.0
71587 silly linkStuff babel-plugin-transform-es2015-spread@6.8.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71588 verbose linkBins babel-plugin-transform-es2015-spread@6.8.0
71589 verbose linkMans babel-plugin-transform-es2015-spread@6.8.0
71590 silly build babel-plugin-transform-es2015-literals@6.8.0
71591 info linkStuff babel-plugin-transform-es2015-literals@6.8.0
71592 silly linkStuff babel-plugin-transform-es2015-literals@6.8.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71593 verbose linkBins babel-plugin-transform-es2015-literals@6.8.0
71594 verbose linkMans babel-plugin-transform-es2015-literals@6.8.0
71595 silly build babel-plugin-transform-es2015-for-of@6.8.0
71596 info linkStuff babel-plugin-transform-es2015-for-of@6.8.0
71597 silly linkStuff babel-plugin-transform-es2015-for-of@6.8.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71598 verbose linkBins babel-plugin-transform-es2015-for-of@6.8.0
71599 verbose linkMans babel-plugin-transform-es2015-for-of@6.8.0
71600 silly build babel-plugin-transform-es2015-destructuring@6.9.0
71601 info linkStuff babel-plugin-transform-es2015-destructuring@6.9.0
71602 silly linkStuff babel-plugin-transform-es2015-destructuring@6.9.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71603 verbose linkBins babel-plugin-transform-es2015-destructuring@6.9.0
71604 verbose linkMans babel-plugin-transform-es2015-destructuring@6.9.0
71605 silly build babel-plugin-transform-es2015-block-scoped-functions@6.8.0
71606 info linkStuff babel-plugin-transform-es2015-block-scoped-functions@6.8.0
71607 silly linkStuff babel-plugin-transform-es2015-block-scoped-functions@6.8.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71608 verbose linkBins babel-plugin-transform-es2015-block-scoped-functions@6.8.0
71609 verbose linkMans babel-plugin-transform-es2015-block-scoped-functions@6.8.0
71610 silly build babel-plugin-transform-es2015-arrow-functions@6.8.0
71611 info linkStuff babel-plugin-transform-es2015-arrow-functions@6.8.0
71612 silly linkStuff babel-plugin-transform-es2015-arrow-functions@6.8.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71613 verbose linkBins babel-plugin-transform-es2015-arrow-functions@6.8.0
71614 verbose linkMans babel-plugin-transform-es2015-arrow-functions@6.8.0
71615 silly build babel-plugin-check-es2015-constants@6.8.0
71616 info linkStuff babel-plugin-check-es2015-constants@6.8.0
71617 silly linkStuff babel-plugin-check-es2015-constants@6.8.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71618 verbose linkBins babel-plugin-check-es2015-constants@6.8.0
71619 verbose linkMans babel-plugin-check-es2015-constants@6.8.0
71620 silly build babel-messages@6.8.0
71621 info linkStuff babel-messages@6.8.0
71622 silly linkStuff babel-messages@6.8.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71623 verbose linkBins babel-messages@6.8.0
71624 verbose linkMans babel-messages@6.8.0
71625 silly build babel-polyfill@6.13.0
71626 info linkStuff babel-polyfill@6.13.0
71627 silly linkStuff babel-polyfill@6.13.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71628 verbose linkBins babel-polyfill@6.13.0
71629 verbose linkMans babel-polyfill@6.13.0
71630 silly build regex-cache@0.4.3
71631 info linkStuff regex-cache@0.4.3
71632 silly linkStuff regex-cache@0.4.3 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71633 verbose linkBins regex-cache@0.4.3
71634 verbose linkMans regex-cache@0.4.3
71635 silly build regjsgen@0.2.0
71636 info linkStuff regjsgen@0.2.0
71637 silly linkStuff regjsgen@0.2.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71638 verbose linkBins regjsgen@0.2.0
71639 verbose linkMans regjsgen@0.2.0
71640 silly build regjsparser@0.1.5
71641 info linkStuff regjsparser@0.1.5
71642 silly linkStuff regjsparser@0.1.5 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71643 verbose linkBins regjsparser@0.1.5
71644 verbose link bins [ { regjsparser: 'bin/parser' },
71644 verbose link bins   'C:\\Users\\tgawron\\Desktop\\NodeJSPortable\\myWorkspace\\rook01093ReactStorybookAddon\\node_modules\\.bin',
71644 verbose link bins   false ]
71645 verbose linkMans regjsparser@0.1.5
71646 silly build regexpu-core@2.0.0
71647 info linkStuff regexpu-core@2.0.0
71648 silly linkStuff regexpu-core@2.0.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules as its parent node_modules
71649 verbose linkBins regexpu-core@2.0.0
71650 verbose linkMans regexpu-core@2.0.0
71651 silly build regexpu-core@1.0.0
71652 info linkStuff regexpu-core@1.0.0
71653 silly linkStuff regexpu-core@1.0.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\postcss-modules-scope\node_modules as its parent node_modules
71654 verbose linkBins regexpu-core@1.0.0
71655 verbose linkMans regexpu-core@1.0.0
71656 silly build css-selector-tokenizer@0.6.0
71657 info linkStuff css-selector-tokenizer@0.6.0
71658 silly linkStuff css-selector-tokenizer@0.6.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\postcss-modules-scope\node_modules as its parent node_modules
71659 verbose linkBins css-selector-tokenizer@0.6.0
71660 verbose linkMans css-selector-tokenizer@0.6.0
71661 silly build regexpu-core@1.0.0
71662 info linkStuff regexpu-core@1.0.0
71663 silly linkStuff regexpu-core@1.0.0 has C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\postcss-modules-local-by-default\node_modules as its parent node_modules
